"","conv","QuestionID","HTMLID","ParticipantID","QuestionnaireID","Answer"
"9534","IS1007",2422,"vraag20","PARTICIPANT1","2",""
"9535","IS1007",2423,"vraag01","PARTICIPANT3","3","90"
"9536","IS1007",2424,"vraag01","PARTICIPANT4","3","40"
"9537","IS1007",2425,"vraag01","PARTICIPANT2","3","70"
"9538","IS1007",2426,"vraag01","PARTICIPANT1","3","30"
"9539","IS1007",2427,"vraag01","PARTICIPANT4","4","5"
"9540","IS1007",2428,"vraag02","PARTICIPANT4","4","5"
"9541","IS1007",2429,"vraag03","PARTICIPANT4","4","5"
"9542","IS1007",2430,"vraag04","PARTICIPANT4","4","5"
"9543","IS1007",2431,"vraag05","PARTICIPANT4","4","2"
"9544","IS1007",2432,"vraag06","PARTICIPANT4","4","5"
"9545","IS1007",2433,"vraag07","PARTICIPANT4","4","6"
"9546","IS1007",2434,"vraag08","PARTICIPANT4","4","6"
"9547","IS1007",2435,"vraag09","PARTICIPANT4","4","6"
"9548","IS1007",2436,"vraag10","PARTICIPANT4","4","6"
"9549","IS1007",2437,"vraag11","PARTICIPANT4","4","6"
"9550","IS1007",2438,"vraag12","PARTICIPANT4","4","6"
"9551","IS1007",2439,"vraag13","PARTICIPANT4","4","2"
"9552","IS1007",2440,"vraag14","PARTICIPANT4","4","6"
"9553","IS1007",2441,"vraag15","PARTICIPANT4","4","4"
"9554","IS1007",2442,"vraag16","PARTICIPANT4","4","6"
"9555","IS1007",2443,"vraag17","PARTICIPANT4","4",""
"9556","IS1007",2444,"vraag18","PARTICIPANT4","4",""
"9557","IS1007",2445,"vraag19","PARTICIPANT4","4",""
"9558","IS1007",2446,"vraag20","PARTICIPANT4","4",""
"9559","IS1007",2447,"vraag01","PARTICIPANT2","4","5"
"9560","IS1007",2448,"vraag02","PARTICIPANT2","4","5"
"9561","IS1007",2449,"vraag03","PARTICIPANT2","4","3"
"9562","IS1007",2450,"vraag04","PARTICIPANT2","4","4"
"9563","IS1007",2451,"vraag05","PARTICIPANT2","4","6"
"9564","IS1007",2452,"vraag06","PARTICIPANT2","4","6"
"9565","IS1007",2453,"vraag07","PARTICIPANT2","4","5"
"9566","IS1007",2454,"vraag08","PARTICIPANT2","4","6"
"9567","IS1007",2455,"vraag09","PARTICIPANT2","4","5"
"9568","IS1007",2456,"vraag10","PARTICIPANT2","4","5"
"9569","IS1007",2457,"vraag11","PARTICIPANT2","4","6"
"9570","IS1007",2458,"vraag12","PARTICIPANT2","4","6"
"9571","IS1007",2459,"vraag13","PARTICIPANT2","4","1"
"9572","IS1007",2460,"vraag14","PARTICIPANT2","4","7"
"9573","IS1007",2461,"vraag15","PARTICIPANT2","4","3"
"9574","IS1007",2462,"vraag16","PARTICIPANT2","4","4"
"9575","IS1007",2463,"vraag17","PARTICIPANT2","4",""
"9576","IS1007",2464,"vraag18","PARTICIPANT2","4",""
"9577","IS1007",2465,"vraag19","PARTICIPANT2","4",""
"9578","IS1007",2466,"vraag20","PARTICIPANT2","4",""
"9579","IS1007",2467,"vraag01","PARTICIPANT3","4","7"
"9580","IS1007",2468,"vraag02","PARTICIPANT3","4","7"
"9581","IS1007",2469,"vraag03","PARTICIPANT3","4","7"
"9582","IS1007",2470,"vraag04","PARTICIPANT3","4","7"
"9583","IS1007",2471,"vraag05","PARTICIPANT3","4","7"
"9584","IS1007",2472,"vraag06","PARTICIPANT3","4","7"
"9585","IS1007",2473,"vraag07","PARTICIPANT3","4","7"
"9586","IS1007",2474,"vraag08","PARTICIPANT3","4","7"
"9587","IS1007",2475,"vraag09","PARTICIPANT3","4","7"
"9588","IS1007",2476,"vraag10","PARTICIPANT3","4","6"
"9589","IS1007",2477,"vraag11","PARTICIPANT3","4","7"
"9590","IS1007",2478,"vraag12","PARTICIPANT3","4","7"
"9591","IS1007",2479,"vraag13","PARTICIPANT3","4","1"
"9592","IS1007",2480,"vraag14","PARTICIPANT3","4","7"
"9593","IS1007",2481,"vraag15","PARTICIPANT3","4","4"
"9594","IS1007",2482,"vraag16","PARTICIPANT3","4","6"
"9595","IS1007",2483,"vraag17","PARTICIPANT3","4",""
"9596","IS1007",2484,"vraag18","PARTICIPANT3","4",""
"9597","IS1007",2485,"vraag19","PARTICIPANT3","4",""
"9598","IS1007",2486,"vraag20","PARTICIPANT3","4",""
"9599","IS1007",2487,"vraag01","PARTICIPANT1","4","7"
"9600","IS1007",2488,"vraag02","PARTICIPANT1","4","7"
"9601","IS1007",2489,"vraag03","PARTICIPANT1","4","6"
"9602","IS1007",2490,"vraag04","PARTICIPANT1","4","7"
"9603","IS1007",2491,"vraag05","PARTICIPANT1","4","7"
"9604","IS1007",2492,"vraag06","PARTICIPANT1","4","6"
"9605","IS1007",2493,"vraag07","PARTICIPANT1","4","7"
"9606","IS1007",2494,"vraag08","PARTICIPANT1","4","7"
"9607","IS1007",2495,"vraag09","PARTICIPANT1","4","7"
"9608","IS1007",2496,"vraag10","PARTICIPANT1","4","5"
"9609","IS1007",2497,"vraag11","PARTICIPANT1","4","7"
"9610","IS1007",2498,"vraag12","PARTICIPANT1","4","7"
"9611","IS1007",2499,"vraag13","PARTICIPANT1","4","4"
"9612","IS1007",2500,"vraag14","PARTICIPANT1","4","7"
"9613","IS1007",2501,"vraag15","PARTICIPANT1","4","7"
"9614","IS1007",2502,"vraag16","PARTICIPANT1","4","7"
"9615","IS1007",2503,"vraag17","PARTICIPANT1","4",""
"9616","IS1007",2504,"vraag18","PARTICIPANT1","4",""
"9617","IS1007",2505,"vraag19","PARTICIPANT1","4",""
"9618","IS1007",2506,"vraag20","PARTICIPANT1","4",""
"9619","IS1007",2507,"vraag01","PARTICIPANT1","5","40"
"9620","IS1007",2508,"vraag01","PARTICIPANT4","5","60"
"9621","IS1007",2509,"vraag01","PARTICIPANT3","5","30"
"9622","IS1007",2510,"vraag01","PARTICIPANT2","5","70"
"9623","IS1007",2511,"vraag01","PARTICIPANT4","6","5"
"9624","IS1007",2512,"vraag02","PARTICIPANT4","6","5"
"9625","IS1007",2513,"vraag03","PARTICIPANT4","6","5"
"9626","IS1007",2514,"vraag04","PARTICIPANT4","6","5"
"9627","IS1007",2515,"vraag05","PARTICIPANT4","6","3"
"9628","IS1007",2516,"vraag06","PARTICIPANT4","6","6"
"9629","IS1007",2517,"vraag07","PARTICIPANT4","6","6"
"9630","IS1007",2518,"vraag08","PARTICIPANT4","6","6"
"9631","IS1007",2519,"vraag09","PARTICIPANT4","6","6"
"9632","IS1007",2520,"vraag10","PARTICIPANT4","6","6"
"9633","IS1007",2521,"vraag11","PARTICIPANT4","6","6"
"9634","IS1007",2522,"vraag12","PARTICIPANT4","6","6"
"9635","IS1007",2523,"vraag13","PARTICIPANT4","6","2"
"9636","IS1007",2524,"vraag14","PARTICIPANT4","6","5"
"9637","IS1007",2525,"vraag15","PARTICIPANT4","6","5"
"9638","IS1007",2526,"vraag16","PARTICIPANT4","6","6"
"9639","IS1007",2527,"vraag17","PARTICIPANT4","6",""
"9640","IS1007",2528,"vraag18","PARTICIPANT4","6",""
"9641","IS1007",2529,"vraag19","PARTICIPANT4","6",""
"9642","IS1007",2530,"vraag20","PARTICIPANT4","6",""
"9643","IS1007",2531,"vraag01","PARTICIPANT1","6","7"
"9644","IS1007",2532,"vraag02","PARTICIPANT1","6","7"
"9645","IS1007",2533,"vraag03","PARTICIPANT1","6","7"
"9646","IS1007",2534,"vraag04","PARTICIPANT1","6","7"
"9647","IS1007",2535,"vraag05","PARTICIPANT1","6","7"
"9648","IS1007",2536,"vraag06","PARTICIPANT1","6","7"
"9649","IS1007",2537,"vraag07","PARTICIPANT1","6","7"
"9650","IS1007",2538,"vraag08","PARTICIPANT1","6","7"
"9651","IS1007",2539,"vraag09","PARTICIPANT1","6","7"
"9652","IS1007",2540,"vraag10","PARTICIPANT1","6","6"
"9653","IS1007",2541,"vraag11","PARTICIPANT1","6","7"
"9654","IS1007",2542,"vraag12","PARTICIPANT1","6","7"
"9655","IS1007",2543,"vraag13","PARTICIPANT1","6","5"
"9656","IS1007",2544,"vraag14","PARTICIPANT1","6","7"
"9657","IS1007",2545,"vraag15","PARTICIPANT1","6","7"
"9658","IS1007",2546,"vraag16","PARTICIPANT1","6","7"
"9659","IS1007",2547,"vraag17","PARTICIPANT1","6",""
"9660","IS1007",2548,"vraag18","PARTICIPANT1","6",""
"9661","IS1007",2549,"vraag19","PARTICIPANT1","6",""
"9662","IS1007",2550,"vraag20","PARTICIPANT1","6",""
"9663","IS1007",2551,"vraag01","PARTICIPANT2","6","5"
"9664","IS1007",2552,"vraag02","PARTICIPANT2","6","6"
"9665","IS1007",2553,"vraag03","PARTICIPANT2","6","5"
"9666","IS1007",2554,"vraag04","PARTICIPANT2","6","4"
"9667","IS1007",2555,"vraag05","PARTICIPANT2","6","5"
"9668","IS1007",2556,"vraag06","PARTICIPANT2","6","5"
"9669","IS1007",2557,"vraag07","PARTICIPANT2","6","5"
"9670","IS1007",2558,"vraag08","PARTICIPANT2","6","6"
"9671","IS1007",2559,"vraag09","PARTICIPANT2","6","5"
"9672","IS1007",2560,"vraag10","PARTICIPANT2","6","5"
"9673","IS1007",2561,"vraag11","PARTICIPANT2","6","6"
"9674","IS1007",2562,"vraag12","PARTICIPANT2","6","6"
"9675","IS1007",2563,"vraag13","PARTICIPANT2","6","1"
"9676","IS1007",2564,"vraag14","PARTICIPANT2","6","6"
"9677","IS1007",2565,"vraag15","PARTICIPANT2","6","4"
"9678","IS1007",2566,"vraag16","PARTICIPANT2","6","5"
"9679","IS1007",2567,"vraag17","PARTICIPANT2","6",""
"9680","IS1007",2568,"vraag18","PARTICIPANT2","6",""
"9681","IS1007",2569,"vraag19","PARTICIPANT2","6",""
"9682","IS1007",2570,"vraag20","PARTICIPANT2","6",""
"9683","IS1007",2571,"vraag01","PARTICIPANT3","6","7"
"9684","IS1007",2572,"vraag02","PARTICIPANT3","6","7"
"9685","IS1007",2573,"vraag03","PARTICIPANT3","6","7"
"9686","IS1007",2574,"vraag04","PARTICIPANT3","6","7"
"9687","IS1007",2575,"vraag05","PARTICIPANT3","6","7"
"9688","IS1007",2576,"vraag06","PARTICIPANT3","6","7"
"9689","IS1007",2577,"vraag07","PARTICIPANT3","6","7"
"9690","IS1007",2578,"vraag08","PARTICIPANT3","6","7"
"9691","IS1007",2579,"vraag09","PARTICIPANT3","6","7"
"9692","IS1007",2580,"vraag10","PARTICIPANT3","6","6"
"9693","IS1007",2581,"vraag11","PARTICIPANT3","6","7"
"9694","IS1007",2582,"vraag12","PARTICIPANT3","6","7"
"9695","IS1007",2583,"vraag13","PARTICIPANT3","6","1"
"9696","IS1007",2584,"vraag14","PARTICIPANT3","6","7"
"9697","IS1007",2585,"vraag15","PARTICIPANT3","6","2"
"9698","IS1007",2586,"vraag16","PARTICIPANT3","6","7"
"9699","IS1007",2587,"vraag17","PARTICIPANT3","6",""
"9700","IS1007",2588,"vraag18","PARTICIPANT3","6",""
"9701","IS1007",2589,"vraag19","PARTICIPANT3","6",""
"9702","IS1007",2590,"vraag20","PARTICIPANT3","6",""
"9703","IS1007",2591,"vraag01","PARTICIPANT4","7","40"
"9704","IS1007",2592,"vraag01","PARTICIPANT1","7","30"
"9705","IS1007",2593,"vraag01","PARTICIPANT3","7","80"
"9706","IS1007",2594,"vraag01","PARTICIPANT2","7","70"
"9707","IS1007",2595,"vraag01","PARTICIPANT1","8","7"
"9708","IS1007",2596,"vraag02","PARTICIPANT1","8","7"
"9709","IS1007",2597,"vraag03","PARTICIPANT1","8","6"
"9710","IS1007",2598,"vraag04","PARTICIPANT1","8","7"
"9711","IS1007",2599,"vraag05","PARTICIPANT1","8","7"
"9712","IS1007",2600,"vraag06","PARTICIPANT1","8","7"
"9713","IS1007",2601,"vraag07","PARTICIPANT1","8","7"
"9714","IS1007",2602,"vraag08","PARTICIPANT1","8","7"
"9715","IS1007",2603,"vraag09","PARTICIPANT1","8","7"
"9716","IS1007",2604,"vraag10","PARTICIPANT1","8","6"
"9717","IS1007",2605,"vraag11","PARTICIPANT1","8","7"
"9718","IS1007",2606,"vraag12","PARTICIPANT1","8","7"
"9719","IS1007",2607,"vraag13","PARTICIPANT1","8","5"
"9720","IS1007",2608,"vraag14","PARTICIPANT1","8","7"
"9721","IS1007",2609,"vraag15","PARTICIPANT1","8","6"
"9722","IS1007",2610,"vraag16","PARTICIPANT1","8","7"
"9723","IS1007",2611,"vraag17","PARTICIPANT1","8",""
"9724","IS1007",2612,"vraag18","PARTICIPANT1","8",""
"9725","IS1007",2613,"vraag19","PARTICIPANT1","8",""
"9726","IS1007",2614,"vraag20","PARTICIPANT1","8",""
"9727","IS1007",2615,"vraag01","PARTICIPANT2","8","6"
"9728","IS1007",2616,"vraag02","PARTICIPANT2","8","6"
"9729","IS1007",2617,"vraag03","PARTICIPANT2","8","5"
"9730","IS1007",2618,"vraag04","PARTICIPANT2","8","5"
"9731","IS1007",2619,"vraag05","PARTICIPANT2","8","5"
"9732","IS1007",2620,"vraag06","PARTICIPANT2","8","6"
"9733","IS1007",2621,"vraag07","PARTICIPANT2","8","6"
"9734","IS1007",2622,"vraag08","PARTICIPANT2","8","6"
"9735","IS1007",2623,"vraag09","PARTICIPANT2","8","5"
"9736","IS1007",2624,"vraag10","PARTICIPANT2","8","5"
"9737","IS1007",2625,"vraag11","PARTICIPANT2","8","7"
"9738","IS1007",2626,"vraag12","PARTICIPANT2","8","5"
"9739","IS1007",2627,"vraag13","PARTICIPANT2","8","1"
"9740","IS1007",2628,"vraag14","PARTICIPANT2","8","6"
"9741","IS1007",2629,"vraag15","PARTICIPANT2","8","3"
"9742","IS1007",2630,"vraag16","PARTICIPANT2","8","5"
"9743","IS1007",2631,"vraag17","PARTICIPANT2","8",""
"9744","IS1007",2632,"vraag18","PARTICIPANT2","8",""
"9745","IS1007",2633,"vraag19","PARTICIPANT2","8",""
"9746","IS1007",2634,"vraag20","PARTICIPANT2","8",""
"9747","IS1007",2635,"vraag01","PARTICIPANT3","8","7"
"9748","IS1007",2636,"vraag02","PARTICIPANT3","8","7"
"9749","IS1007",2637,"vraag03","PARTICIPANT3","8","7"
"9750","IS1007",2638,"vraag04","PARTICIPANT3","8","7"
"9751","IS1007",2639,"vraag05","PARTICIPANT3","8","7"
"9752","IS1007",2640,"vraag06","PARTICIPANT3","8","7"
"9753","IS1007",2641,"vraag07","PARTICIPANT3","8","7"
"9754","IS1007",2642,"vraag08","PARTICIPANT3","8","7"
"9755","IS1007",2643,"vraag09","PARTICIPANT3","8","7"
"9756","IS1007",2644,"vraag10","PARTICIPANT3","8","7"
"9757","IS1007",2645,"vraag11","PARTICIPANT3","8","7"
"9758","IS1007",2646,"vraag12","PARTICIPANT3","8","7"
"9759","IS1007",2647,"vraag13","PARTICIPANT3","8","1"
"9760","IS1007",2648,"vraag14","PARTICIPANT3","8","7"
"9761","IS1007",2649,"vraag15","PARTICIPANT3","8","1"
"9762","IS1007",2650,"vraag16","PARTICIPANT3","8","7"
"9763","IS1007",2651,"vraag17","PARTICIPANT3","8",""
"9764","IS1007",2652,"vraag18","PARTICIPANT3","8",""
"9765","IS1007",2653,"vraag19","PARTICIPANT3","8",""
"9766","IS1007",2654,"vraag20","PARTICIPANT3","8",""
"9767","IS1007",2655,"vraag01","PARTICIPANT4","8","6"
"9768","IS1007",2656,"vraag02","PARTICIPANT4","8","6"
"9769","IS1007",2657,"vraag03","PARTICIPANT4","8","6"
"9770","IS1007",2658,"vraag04","PARTICIPANT4","8","6"
"9771","IS1007",2659,"vraag05","PARTICIPANT4","8","6"
"9772","IS1007",2660,"vraag06","PARTICIPANT4","8","5"
"9773","IS1007",2661,"vraag07","PARTICIPANT4","8","6"
"9774","IS1007",2662,"vraag08","PARTICIPANT4","8","6"
"9775","IS1007",2663,"vraag09","PARTICIPANT4","8","6"
"9776","IS1007",2664,"vraag10","PARTICIPANT4","8","6"
"9777","IS1007",2665,"vraag11","PARTICIPANT4","8","6"
"9778","IS1007",2666,"vraag12","PARTICIPANT4","8","6"
"9779","IS1007",2667,"vraag13","PARTICIPANT4","8","3"
"9780","IS1007",2668,"vraag14","PARTICIPANT4","8","5"
"9781","IS1007",2669,"vraag15","PARTICIPANT4","8","5"
"9782","IS1007",2670,"vraag16","PARTICIPANT4","8","5"
"9783","IS1007",2671,"vraag17","PARTICIPANT4","8",""
"9784","IS1007",2672,"vraag18","PARTICIPANT4","8",""
"9785","IS1007",2673,"vraag19","PARTICIPANT4","8",""
"9786","IS1007",2674,"vraag20","PARTICIPANT4","8",""
"9787","IS1007",2675,"vraag01","PARTICIPANT4","9","6"
"9788","IS1007",2676,"vraag02","PARTICIPANT4","9","6"
"9789","IS1007",2677,"vraag03","PARTICIPANT4","9","6"
"9790","IS1007",2678,"vraag04","PARTICIPANT4","9","6"
"9791","IS1007",2679,"vraag05","PARTICIPANT4","9","6"
"9792","IS1007",2680,"vraag06","PARTICIPANT4","9","6"
"9793","IS1007",2681,"vraag07","PARTICIPANT4","9","6"
"9794","IS1007",2682,"vraag08","PARTICIPANT4","9","6"
"9795","IS1007",2683,"vraag09","PARTICIPANT4","9","6"
"9796","IS1007",2684,"vraag10","PARTICIPANT4","9","6"
"9797","IS1007",2685,"vraag11","PARTICIPANT4","9","6"
"9798","IS1007",2686,"vraag12","PARTICIPANT4","9","6"
"9799","IS1007",2687,"vraag13","PARTICIPANT4","9","2"
"9800","IS1007",2688,"vraag14","PARTICIPANT4","9","6"
"9801","IS1007",2689,"vraag15","PARTICIPANT4","9","4"
"9802","IS1007",2690,"vraag16","PARTICIPANT4","9","6"
"9803","IS1007",2691,"vraag17","PARTICIPANT4","9","6"
"9804","IS1007",2692,"vraag18","PARTICIPANT4","9","6"
"9805","IS1007",2693,"vraag19","PARTICIPANT4","9","6"
"9806","IS1007",2694,"vraag20","PARTICIPANT4","9","5"
"9807","IS1007",2695,"vraag01","PARTICIPANT2","9","6"
"9808","IS1007",2696,"vraag02","PARTICIPANT2","9","5"
"9809","IS1007",2697,"vraag03","PARTICIPANT2","9","4"
"9810","IS1007",2698,"vraag04","PARTICIPANT2","9","5"
"9811","IS1007",2699,"vraag05","PARTICIPANT2","9","5"
"9812","IS1007",2700,"vraag06","PARTICIPANT2","9","6"
"9813","IS1007",2701,"vraag07","PARTICIPANT2","9","6"
"9814","IS1007",2702,"vraag08","PARTICIPANT2","9","7"
"9815","IS1007",2703,"vraag09","PARTICIPANT2","9","6"
"9816","IS1007",2704,"vraag10","PARTICIPANT2","9","5"
"9817","IS1007",2705,"vraag11","PARTICIPANT2","9","7"
"9818","IS1007",2706,"vraag12","PARTICIPANT2","9","6"
"9819","IS1007",2707,"vraag13","PARTICIPANT2","9","1"
"9820","IS1007",2708,"vraag14","PARTICIPANT2","9","7"
"9821","IS1007",2709,"vraag15","PARTICIPANT2","9","5"
"9822","IS1007",2710,"vraag16","PARTICIPANT2","9","6"
"9823","IS1007",2711,"vraag17","PARTICIPANT2","9","6"
"9824","IS1007",2712,"vraag18","PARTICIPANT2","9","5"
"9825","IS1007",2713,"vraag19","PARTICIPANT2","9","5"
"9826","IS1007",2714,"vraag20","PARTICIPANT2","9","4"
"9827","IS1007",2715,"vraag01","PARTICIPANT4","post","4"
"9828","IS1007",2716,"vraag02","PARTICIPANT4","post","4"
"9829","IS1007",2717,"vraag03","PARTICIPANT4","post","3"
"9830","IS1007",2718,"vraag04","PARTICIPANT4","post","16"
"9831","IS1007",2719,"vraag05","PARTICIPANT4","post","256"
"9832","IS1007",2720,"vraag06","PARTICIPANT4","post","64"
"9833","IS1007",2721,"vraag07","PARTICIPANT4","post","16"
"9834","IS1007",2722,"vraag08","PARTICIPANT4","post","64"
"9835","IS1007",2723,"vraag09","PARTICIPANT4","post","128"
"9836","IS1007",2724,"vraag10","PARTICIPANT4","post","1024"
"9837","IS1007",2725,"vraag11","PARTICIPANT4","post","8"
"9838","IS1007",2726,"vraag12","PARTICIPANT4","post","1"
"9839","IS1007",2727,"vraag13","PARTICIPANT4","post","1"
"9840","IS1007",2728,"vraag14","PARTICIPANT4","post","3"
"9841","IS1007",2729,"vraag04_other","PARTICIPANT4","post",""
"9842","IS1007",2730,"vraag05_other","PARTICIPANT4","post",""
"9843","IS1007",2731,"vraag06_other","PARTICIPANT4","post",""
"9844","IS1007",2732,"vraag07_other","PARTICIPANT4","post",""
"9845","IS1007",2733,"vraag08_other","PARTICIPANT4","post","nothing"
"9846","IS1007",2734,"vraag09_other1","PARTICIPANT4","post",""
"9847","IS1007",2735,"vraag09_other2","PARTICIPANT4","post",""
"9848","IS1007",2736,"vraag09_other3","PARTICIPANT4","post",""
"9849","IS1007",2737,"vraag10_other1","PARTICIPANT4","post",""
"9850","IS1007",2738,"vraag10_other2","PARTICIPANT4","post",""
"9851","IS1007",2739,"vraag10_other3","PARTICIPANT4","post",""
"9852","IS1007",2740,"vraag11_other","PARTICIPANT4","post",""
"9853","IS1007",2741,"vraag12_other","PARTICIPANT4","post",""
"9854","IS1007",2742,"vraag13_other","PARTICIPANT4","post",""
"9855","IS1007",2743,"vraag14_other","PARTICIPANT4","post",""
"9856","IS1007",2744,"vraag01","PARTICIPANT3","post","4"
"9857","IS1007",2745,"vraag02","PARTICIPANT3","post","4"
"9858","IS1007",2746,"vraag03","PARTICIPANT3","post","4"
"9859","IS1007",2747,"vraag04","PARTICIPANT3","post","256"
"9860","IS1007",2748,"vraag05","PARTICIPANT3","post","512"
"9861","IS1007",2749,"vraag06","PARTICIPANT3","post","128"
"9862","IS1007",2750,"vraag07","PARTICIPANT3","post","2"
"9863","IS1007",2751,"vraag08","PARTICIPANT3","post","8"
"9864","IS1007",2752,"vraag09","PARTICIPANT3","post","4096"
"9865","IS1007",2753,"vraag10","PARTICIPANT3","post","4096"
"9866","IS1007",2754,"vraag11","PARTICIPANT3","post","8"
"9867","IS1007",2755,"vraag12","PARTICIPANT3","post","1"
"9868","IS1007",2756,"vraag13","PARTICIPANT3","post","2"
"9869","IS1007",2757,"vraag14","PARTICIPANT3","post","3"
"9870","IS1007",2758,"vraag04_other","PARTICIPANT3","post",""
"9871","IS1007",2759,"vraag05_other","PARTICIPANT3","post",""
"9872","IS1007",2760,"vraag06_other","PARTICIPANT3","post",""
"9873","IS1007",2761,"vraag07_other","PARTICIPANT3","post",""
"9874","IS1007",2762,"vraag08_other","PARTICIPANT3","post",""
"9875","IS1007",2763,"vraag09_other1","PARTICIPANT3","post","decision taken"
"9876","IS1007",2764,"vraag09_other2","PARTICIPANT3","post",""
"9877","IS1007",2765,"vraag09_other3","PARTICIPANT3","post",""
"9878","IS1007",2766,"vraag10_other1","PARTICIPANT3","post",""
"9879","IS1007",2767,"vraag10_other2","PARTICIPANT3","post",""
"9880","IS1007",2768,"vraag10_other3","PARTICIPANT3","post",""
"9881","IS1007",2769,"vraag11_other","PARTICIPANT3","post",""
"9882","IS1007",2770,"vraag12_other","PARTICIPANT3","post",""
"9883","IS1007",2771,"vraag13_other","PARTICIPANT3","post",""
"9884","IS1007",2772,"vraag14_other","PARTICIPANT3","post",""
"9885","IS1007",2773,"vraag01","PARTICIPANT1","9","7"
"9886","IS1007",2774,"vraag02","PARTICIPANT1","9","7"
"9887","IS1007",2775,"vraag03","PARTICIPANT1","9","7"
"9888","IS1007",2776,"vraag04","PARTICIPANT1","9","7"
"9889","IS1007",2777,"vraag05","PARTICIPANT1","9","6"
"9890","IS1007",2778,"vraag06","PARTICIPANT1","9","7"
"9891","IS1007",2779,"vraag07","PARTICIPANT1","9","7"
"9892","IS1007",2780,"vraag08","PARTICIPANT1","9","7"
"9893","IS1007",2781,"vraag09","PARTICIPANT1","9","7"
"9894","IS1007",2782,"vraag10","PARTICIPANT1","9","6"
"9895","IS1007",2783,"vraag11","PARTICIPANT1","9","7"
"9896","IS1007",2784,"vraag12","PARTICIPANT1","9","7"
"9897","IS1007",2785,"vraag13","PARTICIPANT1","9","5"
"9898","IS1007",2786,"vraag14","PARTICIPANT1","9","7"
"9899","IS1007",2787,"vraag15","PARTICIPANT1","9","7"
"9900","IS1007",2788,"vraag16","PARTICIPANT1","9","7"
"9901","IS1007",2789,"vraag17","PARTICIPANT1","9","7"
"9902","IS1007",2790,"vraag18","PARTICIPANT1","9","7"
"9903","IS1007",2791,"vraag19","PARTICIPANT1","9","6"
"9904","IS1007",2792,"vraag20","PARTICIPANT1","9","6"
"9905","IS1007",2793,"vraag01","PARTICIPANT2","post","3"
"9906","IS1007",2794,"vraag02","PARTICIPANT2","post","4"
"9907","IS1007",2795,"vraag03","PARTICIPANT2","post","5"
"9908","IS1007",2796,"vraag04","PARTICIPANT2","post","2"
"9909","IS1007",2797,"vraag05","PARTICIPANT2","post","16"
"9910","IS1007",2798,"vraag06","PARTICIPANT2","post","2"
"9911","IS1007",2799,"vraag07","PARTICIPANT2","post","2"
"9912","IS1007",2800,"vraag08","PARTICIPANT2","post","8"
"9913","IS1007",2801,"vraag09","PARTICIPANT2","post","512"
"9914","IS1007",2802,"vraag10","PARTICIPANT2","post","512"
"9915","IS1007",2803,"vraag11","PARTICIPANT2","post","8"
"9916","IS1007",2804,"vraag12","PARTICIPANT2","post","1"
"9917","IS1007",2805,"vraag13","PARTICIPANT2","post","2"
"9918","IS1007",2806,"vraag14","PARTICIPANT2","post","1"
"9919","IS1007",2807,"vraag04_other","PARTICIPANT2","post",""
"9920","IS1007",2808,"vraag05_other","PARTICIPANT2","post",""
"9921","IS1007",2809,"vraag06_other","PARTICIPANT2","post",""
"9922","IS1007",2810,"vraag07_other","PARTICIPANT2","post",""
"9923","IS1007",2811,"vraag08_other","PARTICIPANT2","post",""
"9924","IS1007",2812,"vraag09_other1","PARTICIPANT2","post",""
"9925","IS1007",2813,"vraag09_other2","PARTICIPANT2","post",""
"9926","IS1007",2814,"vraag09_other3","PARTICIPANT2","post",""
"9927","IS1007",2815,"vraag10_other1","PARTICIPANT2","post",""
"9928","IS1007",2816,"vraag10_other2","PARTICIPANT2","post",""
"9929","IS1007",2817,"vraag10_other3","PARTICIPANT2","post",""
"9930","IS1007",2818,"vraag11_other","PARTICIPANT2","post",""
"9931","IS1007",2819,"vraag12_other","PARTICIPANT2","post",""
"9932","IS1007",2820,"vraag13_other","PARTICIPANT2","post",""
"9933","IS1007",2821,"vraag14_other","PARTICIPANT2","post",""
"9934","IS1007",2822,"vraag01","PARTICIPANT1","post","4"
"9935","IS1007",2823,"vraag02","PARTICIPANT1","post","4"
"9936","IS1007",2824,"vraag03","PARTICIPANT1","post","4"
"9937","IS1007",2825,"vraag04","PARTICIPANT1","post","256"
"9938","IS1007",2826,"vraag05","PARTICIPANT1","post","512"
"9939","IS1007",2827,"vraag06","PARTICIPANT1","post","128"
"9940","IS1007",2828,"vraag07","PARTICIPANT1","post","8"
"9941","IS1007",2829,"vraag08","PARTICIPANT1","post","16"
"9942","IS1007",2830,"vraag09","PARTICIPANT1","post","1"
"9943","IS1007",2831,"vraag10","PARTICIPANT1","post","256"
"9944","IS1007",2832,"vraag11","PARTICIPANT1","post","8"
"9945","IS1007",2833,"vraag12","PARTICIPANT1","post","2"
"9946","IS1007",2834,"vraag13","PARTICIPANT1","post","2"
"9947","IS1007",2835,"vraag14","PARTICIPANT1","post","1"
"9948","IS1007",2836,"vraag04_other","PARTICIPANT1","post",""
"9949","IS1007",2837,"vraag05_other","PARTICIPANT1","post",""
"9950","IS1007",2838,"vraag06_other","PARTICIPANT1","post",""
"9951","IS1007",2839,"vraag07_other","PARTICIPANT1","post",""
"9952","IS1007",2840,"vraag08_other","PARTICIPANT1","post",""
"9953","IS1007",2841,"vraag09_other1","PARTICIPANT1","post",""
"9954","IS1007",2842,"vraag09_other2","PARTICIPANT1","post",""
"9955","IS1007",2843,"vraag09_other3","PARTICIPANT1","post",""
